split,file_name,breed_label,breed_name,species_label,species_name,height,width,channels
train,leonberger_140.jpg,19,leonberger,1,Dog,375,500,3
train,keeshond_184.jpg,18,keeshond,1,Dog,500,483,3
train,miniature_pinscher_105.jpg,21,miniature_pinscher,1,Dog,333,500,3
train,Maine_Coon_163.jpg,20,Maine_Coon,0,Cat,500,420,3
train,Maine_Coon_175.jpg,20,Maine_Coon,0,Cat,500,375,3
train,pomeranian_18.jpg,24,pomeranian,1,Dog,375,500,3
train,Sphynx_189.jpg,33,Sphynx,0,Cat,500,333,3
train,miniature_pinscher_173.jpg,21,miniature_pinscher,1,Dog,300,234,3
train,Ragdoll_201.jpg,26,Ragdoll,0,Cat,375,500,3
train,Bengal_139.jpg,5,Bengal,0,Cat,225,300,3
train,scottish_terrier_15.jpg,30,scottish_terrier,1,Dog,500,400,3
train,scottish_terrier_174.jpg,30,scottish_terrier,1,Dog,499,500,3
train,Persian_170.jpg,23,Persian,0,Cat,334,500,3
train,beagle_167.jpg,4,beagle,1,Dog,375,500,3
train,Egyptian_Mau_144.jpg,11,Egyptian_Mau,0,Cat,550,366,3
train,Maine_Coon_162.jpg,20,Maine_Coon,0,Cat,500,500,3
train,Maine_Coon_153.jpg,20,Maine_Coon,0,Cat,333,500,3
train,saint_bernard_133.jpg,28,saint_bernard,1,Dog,375,500,3
train,staffordshire_bull_terrier_199.jpg,34,staffordshire_bull_terrier,1,Dog,311,500,3
train,boxer_127.jpg,8,boxer,1,Dog,333,500,3
train,pomeranian_169.jpg,24,pomeranian,1,Dog,300,217,3
train,newfoundland_140.jpg,22,newfoundland,1,Dog,500,335,3
train,Ragdoll_128.jpg,26,Ragdoll,0,Cat,333,500,3
train,pug_125.jpg,25,pug,1,Dog,195,300,3
train,yorkshire_terrier_136.jpg,36,yorkshire_terrier,1,Dog,225,300,3
train,beagle_185.jpg,4,beagle,1,Dog,500,334,3
train,beagle_124.jpg,4,beagle,1,Dog,333,500,3
train,pomeranian_189.jpg,24,pomeranian,1,Dog,225,300,3
train,Birman_165.jpg,6,Birman,0,Cat,375,500,3
train,staffordshire_bull_terrier_123.jpg,34,staffordshire_bull_terrier,1,Dog,375,500,3
train,american_pit_bull_terrier_118.jpg,2,american_pit_bull_terrier,1,Dog,199,300,3
train,boxer_169.jpg,8,boxer,1,Dog,333,500,3
train,american_bulldog_102.jpg,1,american_bulldog,1,Dog,500,334,3
train,Abyssinian_166.jpg,0,Abyssinian,0,Cat,223,300,3
train,basset_hound_114.jpg,3,basset_hound,1,Dog,332,500,3
train,Siamese_158.jpg,32,Siamese,0,Cat,375,500,3
train,german_shorthaired_137.jpg,14,german_shorthaired,1,Dog,500,332,3
train,scottish_terrier_108.jpg,30,scottish_terrier,1,Dog,375,500,3
train,american_pit_bull_terrier_171.jpg,2,american_pit_bull_terrier,1,Dog,240,300,3
train,British_Shorthair_10.jpg,9,British_Shorthair,0,Cat,350,233,3
train,Bombay_194.jpg,7,Bombay,0,Cat,282,300,3
train,miniature_pinscher_189.jpg,21,miniature_pinscher,1,Dog,300,225,3
train,miniature_pinscher_156.jpg,21,miniature_pinscher,1,Dog,225,300,3
train,staffordshire_bull_terrier_192.jpg,34,staffordshire_bull_terrier,1,Dog,333,500,3
train,english_setter_141.jpg,13,english_setter,1,Dog,375,500,3
train,pomeranian_109.jpg,24,pomeranian,1,Dog,332,500,3
train,Persian_114.jpg,23,Persian,0,Cat,439,500,3
train,pomeranian_132.jpg,24,pomeranian,1,Dog,249,300,3
train,wheaten_terrier_189.jpg,35,wheaten_terrier,1,Dog,333,500,3
train,wheaten_terrier_149.jpg,35,wheaten_terrier,1,Dog,500,333,3
train,Bombay_181.jpg,7,Bombay,0,Cat,225,300,3
train,pug_148.jpg,25,pug,1,Dog,200,300,3
train,leonberger_18.jpg,19,leonberger,1,Dog,500,263,3
train,British_Shorthair_141.jpg,9,British_Shorthair,0,Cat,500,438,3
train,Egyptian_Mau_193.jpg,11,Egyptian_Mau,0,Cat,244,400,3
train,beagle_142.jpg,4,beagle,1,Dog,334,500,3
train,yorkshire_terrier_170.jpg,36,yorkshire_terrier,1,Dog,333,500,3
train,chihuahua_109.jpg,10,chihuahua,1,Dog,225,300,3
train,yorkshire_terrier_134.jpg,36,yorkshire_terrier,1,Dog,224,300,3
train,Abyssinian_15.jpg,0,Abyssinian,0,Cat,422,477,3
train,yorkshire_terrier_104.jpg,36,yorkshire_terrier,1,Dog,332,500,3
train,american_bulldog_144.jpg,1,american_bulldog,1,Dog,375,500,3
train,staffordshire_bull_terrier_190.jpg,34,staffordshire_bull_terrier,1,Dog,375,500,3
train,Abyssinian_150.jpg,0,Abyssinian,0,Cat,363,500,3
train,havanese_175.jpg,16,havanese,1,Dog,500,429,3
train,Egyptian_Mau_155.jpg,11,Egyptian_Mau,0,Cat,333,500,3
train,pomeranian_141.jpg,24,pomeranian,1,Dog,225,300,3
train,german_shorthaired_170.jpg,14,german_shorthaired,1,Dog,371,500,3
train,newfoundland_183.jpg,22,newfoundland,1,Dog,500,479,3
train,newfoundland_127.jpg,22,newfoundland,1,Dog,333,500,3
train,english_setter_142.jpg,13,english_setter,1,Dog,500,333,3
train,shiba_inu_110.jpg,31,shiba_inu,1,Dog,375,500,3
train,boxer_13.jpg,8,boxer,1,Dog,500,333,3
train,pug_151.jpg,25,pug,1,Dog,300,198,3
train,chihuahua_171.jpg,10,chihuahua,1,Dog,280,300,3
train,pug_130.jpg,25,pug,1,Dog,225,300,3
train,chihuahua_145.jpg,10,chihuahua,1,Dog,200,300,3
train,Sphynx_185.jpg,33,Sphynx,0,Cat,500,375,3
train,english_cocker_spaniel_121.jpg,12,english_cocker_spaniel,1,Dog,375,500,3
train,Persian_171.jpg,23,Persian,0,Cat,500,500,3
train,samoyed_128.jpg,29,samoyed,1,Dog,375,500,3
train,american_bulldog_152.jpg,1,american_bulldog,1,Dog,334,500,3
train,Bombay_129.jpg,7,Bombay,0,Cat,590,438,3
train,British_Shorthair_139.jpg,9,British_Shorthair,0,Cat,444,500,3
train,boxer_149.jpg,8,boxer,1,Dog,375,500,3
train,wheaten_terrier_151.jpg,35,wheaten_terrier,1,Dog,500,375,3
train,chihuahua_177.jpg,10,chihuahua,1,Dog,225,300,3
train,pug_138.jpg,25,pug,1,Dog,262,300,3
train,american_pit_bull_terrier_111.jpg,2,american_pit_bull_terrier,1,Dog,225,300,3
train,Maine_Coon_143.jpg,20,Maine_Coon,0,Cat,500,332,3
train,great_pyrenees_139.jpg,15,great_pyrenees,1,Dog,414,500,3
train,Birman_146.jpg,6,Birman,0,Cat,375,500,3
train,Russian_Blue_12.jpg,27,Russian_Blue,0,Cat,900,600,3
train,Siamese_100.jpg,32,Siamese,0,Cat,375,500,3
train,japanese_chin_145.jpg,17,japanese_chin,1,Dog,375,500,3
train,miniature_pinscher_100.jpg,21,miniature_pinscher,1,Dog,375,500,3
train,american_pit_bull_terrier_141.jpg,2,american_pit_bull_terrier,1,Dog,300,225,3
train,Birman_167.jpg,6,Birman,0,Cat,375,500,3
train,Ragdoll_18.jpg,26,Ragdoll,0,Cat,333,500,3
train,Ragdoll_117.jpg,26,Ragdoll,0,Cat,375,500,3
train,japanese_chin_120.jpg,17,japanese_chin,1,Dog,368,500,3
train,shiba_inu_177.jpg,31,shiba_inu,1,Dog,500,333,3
train,samoyed_14.jpg,29,samoyed,1,Dog,357,500,3
train,Sphynx_153.jpg,33,Sphynx,0,Cat,500,332,3
train,yorkshire_terrier_107.jpg,36,yorkshire_terrier,1,Dog,500,333,3
train,german_shorthaired_102.jpg,14,german_shorthaired,1,Dog,367,500,3
train,yorkshire_terrier_182.jpg,36,yorkshire_terrier,1,Dog,375,500,3
train,leonberger_182.jpg,19,leonberger,1,Dog,476,500,3
train,Egyptian_Mau_176.jpg,11,Egyptian_Mau,0,Cat,270,360,3
train,British_Shorthair_196.jpg,9,British_Shorthair,0,Cat,500,333,3
train,Ragdoll_202.jpg,26,Ragdoll,0,Cat,375,500,3
train,scottish_terrier_115.jpg,30,scottish_terrier,1,Dog,500,442,3
train,great_pyrenees_185.jpg,15,great_pyrenees,1,Dog,333,500,3
train,Ragdoll_160.jpg,26,Ragdoll,0,Cat,304,500,3
train,Egyptian_Mau_162.jpg,11,Egyptian_Mau,0,Cat,2448,3264,3
train,leonberger_109.jpg,19,leonberger,1,Dog,334,500,3
train,havanese_148.jpg,16,havanese,1,Dog,375,500,3
train,Maine_Coon_121.jpg,20,Maine_Coon,0,Cat,354,500,3
train,keeshond_160.jpg,18,keeshond,1,Dog,500,361,3
train,yorkshire_terrier_184.jpg,36,yorkshire_terrier,1,Dog,500,375,3
train,great_pyrenees_170.jpg,15,great_pyrenees,1,Dog,375,500,3
train,american_pit_bull_terrier_101.jpg,2,american_pit_bull_terrier,1,Dog,500,397,3
train,newfoundland_169.jpg,22,newfoundland,1,Dog,333,500,3
train,staffordshire_bull_terrier_103.jpg,34,staffordshire_bull_terrier,1,Dog,480,360,3
train,pomeranian_168.jpg,24,pomeranian,1,Dog,203,300,3
train,miniature_pinscher_169.jpg,21,miniature_pinscher,1,Dog,225,300,3
train,havanese_130.jpg,16,havanese,1,Dog,375,500,3
train,saint_bernard_126.jpg,28,saint_bernard,1,Dog,375,500,3
train,newfoundland_124.jpg,22,newfoundland,1,Dog,333,500,3
train,havanese_136.jpg,16,havanese,1,Dog,375,500,3
train,Persian_123.jpg,23,Persian,0,Cat,375,500,3
train,Abyssinian_128.jpg,0,Abyssinian,0,Cat,375,500,3
train,german_shorthaired_121.jpg,14,german_shorthaired,1,Dog,375,500,3
train,Persian_139.jpg,23,Persian,0,Cat,500,334,3
train,Bombay_153.jpg,7,Bombay,0,Cat,290,400,3
train,pomeranian_176.jpg,24,pomeranian,1,Dog,225,300,3
train,Russian_Blue_159.jpg,27,Russian_Blue,0,Cat,334,500,3
train,Abyssinian_10.jpg,0,Abyssinian,0,Cat,500,375,3
train,english_setter_103.jpg,13,english_setter,1,Dog,500,333,3
train,Bengal_189.jpg,5,Bengal,0,Cat,240,320,3
train,american_pit_bull_terrier_103.jpg,2,american_pit_bull_terrier,1,Dog,333,500,3
train,Birman_160.jpg,6,Birman,0,Cat,334,500,3
train,Bengal_116.jpg,5,Bengal,0,Cat,230,500,3
train,beagle_170.jpg,4,beagle,1,Dog,375,500,3
train,german_shorthaired_155.jpg,14,german_shorthaired,1,Dog,294,500,3
train,wheaten_terrier_111.jpg,35,wheaten_terrier,1,Dog,375,500,3
train,keeshond_101.jpg,18,keeshond,1,Dog,500,375,3
train,Persian_108.jpg,23,Persian,0,Cat,500,434,3
train,pomeranian_136.jpg,24,pomeranian,1,Dog,299,295,3
train,Persian_134.jpg,23,Persian,0,Cat,375,500,3
train,yorkshire_terrier_118.jpg,36,yorkshire_terrier,1,Dog,300,240,3
train,scottish_terrier_176.jpg,30,scottish_terrier,1,Dog,500,375,3
train,havanese_185.jpg,16,havanese,1,Dog,486,500,3
train,english_cocker_spaniel_183.jpg,12,english_cocker_spaniel,1,Dog,451,373,3
train,shiba_inu_174.jpg,31,shiba_inu,1,Dog,500,375,3
train,miniature_pinscher_10.jpg,21,miniature_pinscher,1,Dog,375,500,3
train,leonberger_167.jpg,19,leonberger,1,Dog,500,481,3
train,Maine_Coon_174.jpg,20,Maine_Coon,0,Cat,500,375,3
train,Persian_152.jpg,23,Persian,0,Cat,500,333,3
train,great_pyrenees_164.jpg,15,great_pyrenees,1,Dog,500,375,3
train,Bengal_137.jpg,5,Bengal,0,Cat,225,300,3
train,basset_hound_166.jpg,3,basset_hound,1,Dog,333,500,3
train,Bombay_114.jpg,7,Bombay,0,Cat,330,500,3
train,japanese_chin_131.jpg,17,japanese_chin,1,Dog,375,500,3
train,miniature_pinscher_147.jpg,21,miniature_pinscher,1,Dog,225,300,3
train,english_cocker_spaniel_167.jpg,12,english_cocker_spaniel,1,Dog,375,500,3
train,Bengal_128.jpg,5,Bengal,0,Cat,334,500,3
train,Siamese_205.jpg,32,Siamese,0,Cat,333,500,3
train,British_Shorthair_187.jpg,9,British_Shorthair,0,Cat,500,332,3
train,Ragdoll_189.jpg,26,Ragdoll,0,Cat,319,425,3
train,japanese_chin_129.jpg,17,japanese_chin,1,Dog,375,500,3
train,Russian_Blue_10.jpg,27,Russian_Blue,0,Cat,350,233,3
train,english_cocker_spaniel_104.jpg,12,english_cocker_spaniel,1,Dog,447,500,3
train,english_setter_139.jpg,13,english_setter,1,Dog,353,500,3
train,Bombay_13.jpg,7,Bombay,0,Cat,240,320,3
train,havanese_149.jpg,16,havanese,1,Dog,375,500,3
train,British_Shorthair_130.jpg,9,British_Shorthair,0,Cat,333,500,3
train,boxer_11.jpg,8,boxer,1,Dog,500,375,3
train,basset_hound_157.jpg,3,basset_hound,1,Dog,500,333,3
train,american_pit_bull_terrier_182.jpg,2,american_pit_bull_terrier,1,Dog,224,300,3
train,samoyed_139.jpg,29,samoyed,1,Dog,455,500,3
train,great_pyrenees_125.jpg,15,great_pyrenees,1,Dog,500,333,3
train,Abyssinian_119.jpg,0,Abyssinian,0,Cat,297,300,3
train,english_cocker_spaniel_188.jpg,12,english_cocker_spaniel,1,Dog,500,375,3
train,Siamese_143.jpg,32,Siamese,0,Cat,375,500,3
train,basset_hound_174.jpg,3,basset_hound,1,Dog,500,333,3
train,great_pyrenees_184.jpg,15,great_pyrenees,1,Dog,333,500,3
train,Siamese_130.jpg,32,Siamese,0,Cat,375,500,3
train,keeshond_133.jpg,18,keeshond,1,Dog,500,375,3
train,english_cocker_spaniel_134.jpg,12,english_cocker_spaniel,1,Dog,500,333,3
train,scottish_terrier_162.jpg,30,scottish_terrier,1,Dog,375,500,3
train,Ragdoll_143.jpg,26,Ragdoll,0,Cat,383,500,3
train,yorkshire_terrier_126.jpg,36,yorkshire_terrier,1,Dog,300,206,3
train,keeshond_126.jpg,18,keeshond,1,Dog,333,500,3
train,British_Shorthair_108.jpg,9,British_Shorthair,0,Cat,500,333,3
train,Siamese_202.jpg,32,Siamese,0,Cat,500,451,3
train,boxer_132.jpg,8,boxer,1,Dog,309,500,3
train,beagle_12.jpg,4,beagle,1,Dog,333,500,3
train,boxer_189.jpg,8,boxer,1,Dog,500,386,3
train,Sphynx_103.jpg,33,Sphynx,0,Cat,334,500,3
train,British_Shorthair_117.jpg,9,British_Shorthair,0,Cat,375,500,3
train,japanese_chin_166.jpg,17,japanese_chin,1,Dog,375,500,3
train,Persian_14.jpg,23,Persian,0,Cat,500,375,3
train,yorkshire_terrier_116.jpg,36,yorkshire_terrier,1,Dog,247,300,3
train,basset_hound_167.jpg,3,basset_hound,1,Dog,333,500,3
train,Bombay_183.jpg,7,Bombay,0,Cat,333,500,3
train,scottish_terrier_101.jpg,30,scottish_terrier,1,Dog,375,500,3
train,great_pyrenees_149.jpg,15,great_pyrenees,1,Dog,333,500,3
train,Birman_16.jpg,6,Birman,0,Cat,333,500,3
train,miniature_pinscher_119.jpg,21,miniature_pinscher,1,Dog,300,246,3
train,Maine_Coon_193.jpg,20,Maine_Coon,0,Cat,333,500,3
train,Russian_Blue_175.jpg,27,Russian_Blue,0,Cat,484,500,3
train,yorkshire_terrier_115.jpg,36,yorkshire_terrier,1,Dog,300,225,3
train,miniature_pinscher_185.jpg,21,miniature_pinscher,1,Dog,300,277,3
train,great_pyrenees_157.jpg,15,great_pyrenees,1,Dog,412,500,3
train,Egyptian_Mau_112.jpg,11,Egyptian_Mau,0,Cat,375,500,3
train,leonberger_121.jpg,19,leonberger,1,Dog,375,500,3
train,staffordshire_bull_terrier_127.jpg,34,staffordshire_bull_terrier,1,Dog,375,500,3
train,scottish_terrier_189.jpg,30,scottish_terrier,1,Dog,500,424,3
train,pug_176.jpg,25,pug,1,Dog,227,300,3
train,staffordshire_bull_terrier_125.jpg,34,staffordshire_bull_terrier,1,Dog,500,333,3
train,Siamese_113.jpg,32,Siamese,0,Cat,375,500,3
train,english_cocker_spaniel_146.jpg,12,english_cocker_spaniel,1,Dog,335,500,3
train,Birman_169.jpg,6,Birman,0,Cat,500,333,3
train,basset_hound_181.jpg,3,basset_hound,1,Dog,375,500,3
train,american_bulldog_105.jpg,1,american_bulldog,1,Dog,332,500,3
train,havanese_126.jpg,16,havanese,1,Dog,333,500,3
train,Egyptian_Mau_115.jpg,11,Egyptian_Mau,0,Cat,417,386,3
train,basset_hound_121.jpg,3,basset_hound,1,Dog,332,500,3
train,Maine_Coon_171.jpg,20,Maine_Coon,0,Cat,375,500,3
train,British_Shorthair_114.jpg,9,British_Shorthair,0,Cat,500,328,3
train,Ragdoll_147.jpg,26,Ragdoll,0,Cat,333,500,3
train,great_pyrenees_172.jpg,15,great_pyrenees,1,Dog,375,500,3
train,leonberger_16.jpg,19,leonberger,1,Dog,411,500,3
train,havanese_114.jpg,16,havanese,1,Dog,500,318,3
train,Bombay_160.jpg,7,Bombay,0,Cat,175,174,3
train,Bombay_108.jpg,7,Bombay,0,Cat,267,400,3
train,english_cocker_spaniel_125.jpg,12,english_cocker_spaniel,1,Dog,375,500,3
train,Maine_Coon_138.jpg,20,Maine_Coon,0,Cat,500,334,3
train,Siamese_198.jpg,32,Siamese,0,Cat,333,500,3
train,japanese_chin_118.jpg,17,japanese_chin,1,Dog,375,500,3
train,boxer_162.jpg,8,boxer,1,Dog,500,400,3
train,samoyed_129.jpg,29,samoyed,1,Dog,500,333,3
train,samoyed_136.jpg,29,samoyed,1,Dog,375,500,3
train,Bengal_165.jpg,5,Bengal,0,Cat,300,277,3
train,Bengal_15.jpg,5,Bengal,0,Cat,333,500,3
train,havanese_100.jpg,16,havanese,1,Dog,459,500,3
train,Bengal_143.jpg,5,Bengal,0,Cat,225,300,3
train,havanese_150.jpg,16,havanese,1,Dog,375,500,3
train,Birman_105.jpg,6,Birman,0,Cat,333,500,3
train,pomeranian_131.jpg,24,pomeranian,1,Dog,225,300,3
train,staffordshire_bull_terrier_124.jpg,34,staffordshire_bull_terrier,1,Dog,375,500,3
train,saint_bernard_134.jpg,28,saint_bernard,1,Dog,500,333,3
train,basset_hound_186.jpg,3,basset_hound,1,Dog,333,500,3
train,Siamese_163.jpg,32,Siamese,0,Cat,375,500,3
train,Bombay_1.jpg,7,Bombay,0,Cat,275,183,3
train,Maine_Coon_129.jpg,20,Maine_Coon,0,Cat,333,500,3
train,shiba_inu_183.jpg,31,shiba_inu,1,Dog,460,500,3
train,Sphynx_145.jpg,33,Sphynx,0,Cat,333,500,3
train,Birman_121.jpg,6,Birman,0,Cat,333,500,3
train,american_pit_bull_terrier_168.jpg,2,american_pit_bull_terrier,1,Dog,300,288,3
train,shiba_inu_156.jpg,31,shiba_inu,1,Dog,500,333,3
train,scottish_terrier_188.jpg,30,scottish_terrier,1,Dog,333,500,3
train,Birman_142.jpg,6,Birman,0,Cat,333,500,3
train,Abyssinian_142.jpg,0,Abyssinian,0,Cat,433,500,3
train,boxer_190.jpg,8,boxer,1,Dog,333,500,3
train,pomeranian_11.jpg,24,pomeranian,1,Dog,332,500,3
train,japanese_chin_152.jpg,17,japanese_chin,1,Dog,375,500,3
train,german_shorthaired_171.jpg,14,german_shorthaired,1,Dog,500,478,3
train,Bengal_104.jpg,5,Bengal,0,Cat,463,500,3
train,Persian_135.jpg,23,Persian,0,Cat,352,500,3
train,Abyssinian_107.jpg,0,Abyssinian,0,Cat,448,500,3
train,Abyssinian_117.jpg,0,Abyssinian,0,Cat,401,500,3
train,Ragdoll_198.jpg,26,Ragdoll,0,Cat,500,332,3
train,Ragdoll_180.jpg,26,Ragdoll,0,Cat,500,375,3
train,great_pyrenees_109.jpg,15,great_pyrenees,1,Dog,500,436,3
train,german_shorthaired_190.jpg,14,german_shorthaired,1,Dog,375,500,3
train,basset_hound_170.jpg,3,basset_hound,1,Dog,333,500,3
train,Persian_161.jpg,23,Persian,0,Cat,395,500,3
train,Bengal_108.jpg,5,Bengal,0,Cat,375,500,3
train,Birman_120.jpg,6,Birman,0,Cat,375,500,3
train,Russian_Blue_176.jpg,27,Russian_Blue,0,Cat,375,500,3
train,english_setter_112.jpg,13,english_setter,1,Dog,500,335,3
train,american_pit_bull_terrier_127.jpg,2,american_pit_bull_terrier,1,Dog,225,300,3
train,Ragdoll_158.jpg,26,Ragdoll,0,Cat,378,500,3
train,keeshond_171.jpg,18,keeshond,1,Dog,375,500,3
train,Birman_163.jpg,6,Birman,0,Cat,334,500,3
train,boxer_18.jpg,8,boxer,1,Dog,333,500,3
train,Bengal_135.jpg,5,Bengal,0,Cat,145,300,3
train,american_bulldog_167.jpg,1,american_bulldog,1,Dog,375,500,3
train,american_pit_bull_terrier_177.jpg,2,american_pit_bull_terrier,1,Dog,225,300,3
train,pug_137.jpg,25,pug,1,Dog,300,199,3
train,beagle_120.jpg,4,beagle,1,Dog,500,333,3
train,staffordshire_bull_terrier_117.jpg,34,staffordshire_bull_terrier,1,Dog,375,500,3
train,keeshond_146.jpg,18,keeshond,1,Dog,333,500,3
train,beagle_174.jpg,4,beagle,1,Dog,375,500,3
train,newfoundland_158.jpg,22,newfoundland,1,Dog,500,375,3
train,pug_114.jpg,25,pug,1,Dog,500,375,3
train,Bengal_14.jpg,5,Bengal,0,Cat,333,500,3
train,havanese_124.jpg,16,havanese,1,Dog,375,500,3
train,chihuahua_15.jpg,10,chihuahua,1,Dog,500,372,3
train,beagle_121.jpg,4,beagle,1,Dog,375,500,3
train,wheaten_terrier_104.jpg,35,wheaten_terrier,1,Dog,357,500,3
train,Egyptian_Mau_184.jpg,11,Egyptian_Mau,0,Cat,188,250,3
train,chihuahua_123.jpg,10,chihuahua,1,Dog,200,300,3
train,english_cocker_spaniel_106.jpg,12,english_cocker_spaniel,1,Dog,333,500,3
train,chihuahua_12.jpg,10,chihuahua,1,Dog,375,500,3
train,Maine_Coon_168.jpg,20,Maine_Coon,0,Cat,375,500,3
train,Sphynx_129.jpg,33,Sphynx,0,Cat,332,500,3
train,Sphynx_192.jpg,33,Sphynx,0,Cat,333,500,3
train,american_pit_bull_terrier_18.jpg,2,american_pit_bull_terrier,1,Dog,500,375,3
train,Egyptian_Mau_134.jpg,11,Egyptian_Mau,0,Cat,420,400,3
train,British_Shorthair_118.jpg,9,British_Shorthair,0,Cat,500,333,3
train,saint_bernard_105.jpg,28,saint_bernard,1,Dog,375,500,3
train,samoyed_163.jpg,29,samoyed,1,Dog,333,500,3
train,Egyptian_Mau_187.jpg,11,Egyptian_Mau,0,Cat,1734,1138,3
train,Maine_Coon_207.jpg,20,Maine_Coon,0,Cat,333,500,3
train,beagle_172.jpg,4,beagle,1,Dog,375,500,3
train,scottish_terrier_157.jpg,30,scottish_terrier,1,Dog,375,500,3
train,saint_bernard_13.jpg,28,saint_bernard,1,Dog,375,500,3
train,scottish_terrier_120.jpg,30,scottish_terrier,1,Dog,500,416,3
train,Sphynx_133.jpg,33,Sphynx,0,Cat,500,333,3
train,samoyed_125.jpg,29,samoyed,1,Dog,476,500,3
train,pug_18.jpg,25,pug,1,Dog,375,500,3
train,Egyptian_Mau_136.jpg,11,Egyptian_Mau,0,Cat,280,246,3
train,american_pit_bull_terrier_114.jpg,2,american_pit_bull_terrier,1,Dog,246,300,3
train,Maine_Coon_137.jpg,20,Maine_Coon,0,Cat,333,500,3
train,chihuahua_163.jpg,10,chihuahua,1,Dog,225,300,3
train,Sphynx_206.jpg,33,Sphynx,0,Cat,500,345,3
train,shiba_inu_154.jpg,31,shiba_inu,1,Dog,500,364,3
train,miniature_pinscher_127.jpg,21,miniature_pinscher,1,Dog,225,300,3
train,chihuahua_181.jpg,10,chihuahua,1,Dog,288,300,3
train,boxer_143.jpg,8,boxer,1,Dog,375,500,3
train,Ragdoll_174.jpg,26,Ragdoll,0,Cat,500,332,3
train,British_Shorthair_205.jpg,9,British_Shorthair,0,Cat,500,385,3
train,samoyed_103.jpg,29,samoyed,1,Dog,375,500,3
train,pomeranian_143.jpg,24,pomeranian,1,Dog,225,300,3
train,yorkshire_terrier_174.jpg,36,yorkshire_terrier,1,Dog,375,500,3
train,leonberger_122.jpg,19,leonberger,1,Dog,379,500,3
train,pomeranian_163.jpg,24,pomeranian,1,Dog,214,290,3
train,samoyed_165.jpg,29,samoyed,1,Dog,500,317,3
train,german_shorthaired_111.jpg,14,german_shorthaired,1,Dog,500,375,3
train,Sphynx_127.jpg,33,Sphynx,0,Cat,500,332,3
train,newfoundland_171.jpg,22,newfoundland,1,Dog,333,500,3
train,japanese_chin_149.jpg,17,japanese_chin,1,Dog,323,500,3
train,Ragdoll_172.jpg,26,Ragdoll,0,Cat,333,500,3
train,miniature_pinscher_122.jpg,21,miniature_pinscher,1,Dog,262,300,3
train,Birman_190.jpg,6,Birman,0,Cat,333,500,3
train,British_Shorthair_129.jpg,9,British_Shorthair,0,Cat,500,375,3
train,shiba_inu_190.jpg,31,shiba_inu,1,Dog,500,333,3
train,pug_156.jpg,25,pug,1,Dog,225,300,3
train,basset_hound_10.jpg,3,basset_hound,1,Dog,375,500,3
train,British_Shorthair_185.jpg,9,British_Shorthair,0,Cat,334,500,3
train,japanese_chin_137.jpg,17,japanese_chin,1,Dog,428,500,3
train,english_cocker_spaniel_160.jpg,12,english_cocker_spaniel,1,Dog,500,413,3
train,Egyptian_Mau_163.jpg,11,Egyptian_Mau,0,Cat,330,500,3
train,american_bulldog_186.jpg,1,american_bulldog,1,Dog,500,375,3
train,havanese_109.jpg,16,havanese,1,Dog,399,500,3
train,Birman_18.jpg,6,Birman,0,Cat,408,500,3
train,staffordshire_bull_terrier_10.jpg,34,staffordshire_bull_terrier,1,Dog,375,500,3
train,wheaten_terrier_106.jpg,35,wheaten_terrier,1,Dog,500,333,3
train,saint_bernard_189.jpg,28,saint_bernard,1,Dog,500,333,3
train,British_Shorthair_176.jpg,9,British_Shorthair,0,Cat,375,500,3
train,Maine_Coon_108.jpg,20,Maine_Coon,0,Cat,375,500,3
train,pomeranian_126.jpg,24,pomeranian,1,Dog,225,300,3
train,basset_hound_159.jpg,3,basset_hound,1,Dog,500,333,3
train,Bengal_109.jpg,5,Bengal,0,Cat,334,500,3
train,havanese_178.jpg,16,havanese,1,Dog,455,500,3
train,staffordshire_bull_terrier_154.jpg,34,staffordshire_bull_terrier,1,Dog,375,500,3
train,samoyed_167.jpg,29,samoyed,1,Dog,335,500,3
train,german_shorthaired_131.jpg,14,german_shorthaired,1,Dog,375,500,3
train,chihuahua_190.jpg,10,chihuahua,1,Dog,199,300,3
train,american_bulldog_13.jpg,1,american_bulldog,1,Dog,333,500,3
train,great_pyrenees_100.jpg,15,great_pyrenees,1,Dog,375,500,3
train,american_pit_bull_terrier_137.jpg,2,american_pit_bull_terrier,1,Dog,225,300,3
train,american_pit_bull_terrier_151.jpg,2,american_pit_bull_terrier,1,Dog,294,300,3
train,boxer_185.jpg,8,boxer,1,Dog,281,500,3
train,shiba_inu_135.jpg,31,shiba_inu,1,Dog,375,500,3
train,Abyssinian_114.jpg,0,Abyssinian,0,Cat,423,640,3
train,german_shorthaired_179.jpg,14,german_shorthaired,1,Dog,375,500,3
train,saint_bernard_155.jpg,28,saint_bernard,1,Dog,423,500,3
train,shiba_inu_142.jpg,31,shiba_inu,1,Dog,334,500,3
train,Maine_Coon_116.jpg,20,Maine_Coon,0,Cat,333,500,3
train,Birman_108.jpg,6,Birman,0,Cat,393,500,3
train,german_shorthaired_141.jpg,14,german_shorthaired,1,Dog,500,333,3
train,samoyed_104.jpg,29,samoyed,1,Dog,333,500,3
train,Birman_157.jpg,6,Birman,0,Cat,500,500,3
train,saint_bernard_174.jpg,28,saint_bernard,1,Dog,333,500,3
train,Egyptian_Mau_11.jpg,11,Egyptian_Mau,0,Cat,500,334,3
train,Sphynx_146.jpg,33,Sphynx,0,Cat,500,380,3
